Source,Item,SKU,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
Texas Thrift Store,Sam Edelman Rae Flat Pointed Toe Leopard Print Calf Hair 7.5,A0630,$6.98 ,$7.56 ,2/27/2020,20202,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$6.84 ,5/27/2020,20205,90
Texas Thrift Store,Halogen Ballet Flat Zipper Flower Rose Metallic 9,A0631,$2.49 ,$2.70 ,2/27/2020,20202,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$11.18 ,8/29/2020,20208,184
Texas Thrift Store,Marc Jacobs Kitten Heeled Mule Black Liya Fur 38 / 7.5,A0632,$0.99 ,$1.07 ,2/27/2020,20202,Poshmark,$80.00 ,$16.00 ,$0.00 ,$64.00 ,$62.93 ,9/4/2020,20209,190
Texas Thrift Store,Athleta Green Mesh Chi Racer Back Tank M,A0633,$3.98 ,$4.31 ,3/3/2020,20203,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$10.09 ,3/4/2020,20203,1
Texas Thrift Store,Fabletics Heathered Pink Legging L,A0634,$4.98 ,$5.39 ,2/28/2020,20202,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$14.61 ,2/29/2020,20202,1
Texas Thrift Store,Simply Vera Vera Wang Short Sleeve T Shirt L,A0635,$0.99 ,$1.07 ,3/3/2020,20203,ThredUp,$18.99 ,$16.29 ,$0.00 ,$2.70 ,$1.63 ,8/18/2020,20208,168
Texas Thrift Store,Vineyard Vines T-Shirt V-Neck S,A0636,$0.99 ,$1.07 ,3/3/2020,20203,Mercari,$9.00 ,$1.00 ,$3.05 ,$4.95 ,$3.88 ,7/27/2020,20207,146
Texas Thrift Store,Hollister Boho Shark Bite Lace Top M,A0637,$0.99 ,$1.07 ,3/3/2020,20203,ThredUp,$28.99 ,$23.33 ,$0.00 ,$5.66 ,$4.59 ,8/19/2020,20208,169
Texas Thrift Store,Lani California Mint Dolman Sleeve Scoop Neck Top ,A0638,$0.99 ,$1.07 ,3/3/2020,20203,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$3.86 ,5/16/2020,20205,74
Texas Thrift Store,Alternative Apparel Short Sleeve Sweatshirt Stripe L,A0639,$1.49 ,$1.61 ,3/3/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$10.39 ,3/4/2020,20203,1
Texas Thrift Store,Umgee Aztec Knit Short Sleeve Blouse L,A0640,$1.99 ,$2.15 ,3/3/2020,20203,Poshmark,$13.33 ,$3.33 ,$0.00 ,$10.00 ,$7.85 ,6/24/2020,20206,113
Texas Thrift Store,eri + ali Anthropologie ruffle cross back linen top S,A0641,$2.49 ,$2.70 ,3/3/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.30 ,3/29/2020,20203,26
Texas Thrift Store,Athleta High Low Hem T Shirt Coral S,A0642,$0.99 ,$1.07 ,3/3/2020,20203,,,,,,,,,903
Texas Thrift Store,Umgee Boho Hippie Paisley Sleeveless Tunic L,A0643,$3.49 ,$3.77 ,3/3/2020,20203,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$16.23 ,3/3/2020,20203,0
Texas Thrift Store,Good Karma Free People Black Legging M,A0644,$4.19 ,$4.53 ,2/28/2020,20202,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$11.47 ,11/14/2020,202011,260
Texas Thrift Store,We The Free People Burnout V-Neck T Shirt,A0645,$2.79 ,$3.02 ,3/3/2020,20203,Poshmark,$8.33 ,$1.67 ,$0.00 ,$6.67 ,$3.65 ,4/26/2020,20204,54
Closet,PARFOIS Goemetric Chic Watch,A0646,$0.00 ,$0.00 ,2/27/2020,20202,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10/25/2020,202010,241
Closet,Bally Total Fitness Crop Legging Mesh Cut Out M,A0647,$0.00 ,$0.00 ,2/29/2020,20202,ThredUp,$28.99 ,$23.33 ,$0.00 ,$5.66 ,$5.66 ,8/27/2020,20208,180
Closet,GAP Premium Super Skinny Black Jeans 2,A0648,$0.00 ,$0.00 ,2/29/2020,20202,,,,,,,,,906
Closet,AEO Super Stretch Skinny Jeans 2 Long,A0649,$0.00 ,$0.00 ,2/29/2020,20202,,,,,,,,,906
Closet,J. Jill White Linen Crop Pants XS Petite,A0650,$0.00 ,$0.00 ,2/29/2020,20202,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$7.05 ,7/23/2020,20207,145
Goodwill Kyle,Fabletics Salar Capri Mid Rise Legging Teal XS,A0651,$5.99 ,$6.48 ,3/11/2020,20203,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$7.40 ,8/7/2020,20208,149
Goodwill Kyle,Fabletics Black Medium Rise Full Length Mesh Legging XL,A0652,$5.99 ,$6.48 ,3/11/2020,20203,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$9.52 ,3/15/2020,20203,4
Goodwill Kyle,Chaser Maroon Henley Thermal Long Sleeve S,A0653,$3.50 ,$3.78 ,3/4/2020,20203,,,,,,,,,902
Goodwill Kyle,Harley Davidson Thermal Henley Embroidered Aztec Sleeve XS,A0654,$6.99 ,$7.57 ,3/4/2020,20203,,,,,,,,,902
Goodwill Bins N ATX,J. Crew Cap Toe Ballet Flat Bow 6.5,A0655,$0.85 ,$0.92 ,3/30/2020,20203,,,,,,,,,876
Goodwill Bins N ATX,Lucky Brand Brown/Cream Cantara d'Orsay Flat 9,A0656,$0.85 ,$0.92 ,3/30/2020,20203,Poshmark,$18.00 ,$3.60 ,$2.12 ,$12.28 ,$11.36 ,5/22/2020,20205,53
Goodwill Bins N ATX,Chinese Laundry Melanie Wedge Cognac 6.5,A0657,$0.85 ,$0.92 ,3/30/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$11.08 ,5/8/2020,20205,39
Goodwill Bins N ATX,Altar'd State Espadrilles Platform Wedge 8.5,A0658,$0.85 ,$0.92 ,3/30/2020,20203,,,,,,,,,876
Goodwill Bins N ATX,Alfani Ruffle Front Long Sleeve Top L,A0659,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$4.01 ,5/15/2020,20205,71
Goodwill Bins N ATX,3/$20 Pink Floral Semi Sheer Scarf,A0660,$0.85 ,$0.92 ,3/11/2020,20203,Poshmark,$8.00 ,$2.95 ,$0.00 ,$5.05 ,$4.13 ,5/8/2020,20205,58
Goodwill Bins N ATX,MODA International Purple Lace Long Sleeve Top M,A0661,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$4.01 ,5/15/2020,20205,71
Goodwill Bins N ATX,LuLaRoe Pastel Azure Midi Skirt Geometric Stripe L,A0662,$0.85 ,$0.92 ,3/13/2020,20203,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$6.13 ,6/3/2020,20206,82
Goodwill Bins N ATX,Lucky Brand Stripe Dolman Sleeve Knit Top XL,A0663,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$13.34 ,$3.34 ,$0.00 ,$10.00 ,$9.08 ,6/24/2020,20206,111
Goodwill Bins N ATX,Phil Love Cactus Cold Shoulder Knit Top L ,A0664,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$12.96 ,12/20/2020,202012,290
Goodwill Bins N ATX,Forever21 Boho Bell Sleeve Tie Tassel Dress S,A0665,$0.85 ,$0.92 ,3/18/2020,20203,Poshmark,$8.33 ,$1.67 ,$0.00 ,$6.67 ,$5.75 ,4/24/2020,20204,37
Goodwill Bins N ATX,Lucky Brand Peacock Graphic Tee Short Sleeve M,A0667,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$4.01 ,5/15/2020,20205,71
Goodwill Bins N ATX,Nike DriFit Pink V-Neck Short Sleeve T-Shirt XS,A0668,$0.85 ,$0.92 ,3/5/2020,20203,,,,,,,,,901
Goodwill Bins N ATX,Threads 4 Thought Boho Aztec Print Scarf Tassel,A0669,$0.85 ,$0.92 ,3/11/2020,20203,Poshmark,$11.70 ,$2.95 ,$0.53 ,$8.22 ,$7.30 ,5/20/2020,20205,70
Goodwill Bins N ATX,NASA Classic Graphic T Shirt Blue Unisex S,A0670,$0.85 ,$0.92 ,3/5/2020,20203,,,,,,,,,901
Goodwill Bins N ATX,Fifth Sun NASA Burnout Distressed Graphic Tee S,A0671,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$9.00 ,$2.95 ,$2.12 ,$3.93 ,$3.01 ,7/7/2020,20207,124
Goodwill Bins N ATX,Zara Grey Ribbed Cardigan S,A0672,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$16.68 ,4/15/2020,20204,41
Goodwill Bins N ATX,Altar'd State Stitched Baseball T Burnout M,A0673,$0.85 ,$0.92 ,3/6/2020,20203,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$4.01 ,5/15/2020,20205,70
Goodwill Bins N ATX,aerie Real Soft Tee Semi-Sheer V Neck Navy L,A0674,$0.85 ,$0.92 ,3/7/2020,20203,ThredUp,$18.99 ,$16.29 ,$0.00 ,$2.70 ,$1.78 ,9/5/2020,20209,182
Texas Thrift Store,Crocs Rio Pointed Toe Flats 9W,A0675,$4.99 ,$5.40 ,3/30/2020,20203,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$10.60 ,5/6/2020,20205,37
Goodwill Bins N ATX,GB Boho Lace Peplum Long Sleeve Blouse M,A0677,$0.85 ,$0.92 ,3/6/2020,20203,,,,,,,,,900
Goodwill Bins N ATX,Anthropologie Pleione Coral T Shirt L,A0678,$0.85 ,$0.92 ,3/6/2020,20203,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$8.13 ,5/23/2020,20205,78
Goodwill Bins N ATX,Free People Reusable Cloth Bag,A0679,$0.85 ,$0.92 ,3/11/2020,20203,Poshmark,$8.33 ,$1.67 ,$0.00 ,$6.67 ,$5.75 ,4/26/2020,20204,46
Texas Thrift Store,DV Dolce Vita Archer Cobalt Blue Flat Sandal Gold Trim 5.5,A0680,$2.49 ,$2.70 ,3/30/2020,20203,Poshmark,$19.00 ,$3.80 ,$0.00 ,$15.20 ,$12.50 ,7/24/2020,20207,116
Goodwill Bins N ATX,Zion Bob Marley One Love Choker Graphic Band Tee L,A0681,$0.85 ,$0.92 ,7/27/2020,20207,Poshmark,$17.00 ,$3.40 ,$7.11 ,$6.49 ,$5.57 ,12/26/2020,202012,152
Goodwill Bins N ATX,Embroidered Floral V Neck T Shirt S,A0682,$0.85 ,$0.92 ,3/6/2020,20203,,,,,,,,,900
Goodwill Bins N ATX,Papaya Boho Elephant Graphic Hoodie Hippie M,A0683,$0.85 ,$0.92 ,3/6/2020,20203,ThredUp,$14.99 ,$13.31 ,$0.00 ,$1.68 ,$0.76 ,10/5/2020,202010,213
Goodwill Bins N ATX,Est. 1946 Boho Peasant Top L,A0684,$0.85 ,$0.92 ,3/6/2020,20203,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.92),10/25/2020,202010,233
Goodwill Bins N ATX,Vintage College Town Light Blue Skirt 7/8,A0685,$0.85 ,$0.92 ,7/17/2020,20207,,,,,,,,,767
Goodwill Bins N ATX,Daisy Fuentes Sleevless Top S,A0686,$0.85 ,$0.92 ,3/6/2020,20203,,,,,,,,,900
Goodwill Bins N ATX,The Limited Houdstooth Plaid Tank L,A0687,$0.85 ,$0.92 ,3/3/2020,20203,Mercari,$14.00 ,$1.40 ,$2.93 ,$9.67 ,$8.75 ,7/28/2020,20207,147
Goodwill Bins N ATX,Live and Let Live Aztec Southwest Hooded Poncho S,A0688,$0.85 ,$0.92 ,3/3/2020,20203,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$8.13 ,8/19/2020,20208,169
Goodwill Bins N ATX,PureJill Open Front Tie Waist Cardigan M Petite,A0689,$0.85 ,$0.92 ,7/25/2020,20207,,,,,,,,,759
Goodwill Bins N ATX,Talori Striped Draped Long Sleeve Blouse Wrap M,A0690,$0.85 ,$0.92 ,7/24/2020,20207,,,,,,,,,760
Goodwill Bins N ATX,Umgee Boho Fringe Button Down Long Sleeve L,A0691,$0.85 ,$0.92 ,3/5/2020,20203,Poshmark,$16.00 ,$3.20 ,$1.06 ,$11.74 ,$10.82 ,4/12/2020,20204,38
Goodwill Bins N ATX,Paper Crane Cowl Neck Waffle Knit Cross Front Top M,A0692,$0.85 ,$0.92 ,3/3/2020,20203,,,,,,,,,903
Goodwill Bins N ATX,Melrose and Market Lace Burnout Sweatshirt XS,A0693,$0.85 ,$0.92 ,3/3/2020,20203,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$8.13 ,9/5/2020,20209,186
Goodwill Bins N ATX,J. Crew Charcoal Crew Neck Sweatshirt S,A0694,$0.85 ,$0.92 ,3/3/2020,20203,,,,,,,,,903
Goodwill Bins N ATX,aerie floral lace boho keyhole short sleeve top S,A0695,$0.85 ,$0.92 ,3/3/2020,20203,,,,,,,,,903
Goodwill Bins N ATX,J. Jill Wearever Smooth Fit Black Maxi Skirt M,A0696,$0.85 ,$0.92 ,3/13/2020,20203,,,,,,,,,893
Goodwill Bins N ATX,Champion quarter zip pullover XS,A0697,$0.85 ,$0.92 ,3/3/2020,20203,ThredUp,$29.99 ,$23.99 ,$0.00 ,$6.00 ,$5.08 ,9/2/2020,20209,183
Goodwill Bins N ATX,Mott 50 Snakeskin Button Down Long Sleeve L,A0698,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$18.33 ,$3.67 ,$0.00 ,$14.67 ,$13.75 ,5/26/2020,20205,83
Goodwill Bins N ATX,3/$20 NWT Boho Bright Color Infinity Scarf,A0699,$0.85 ,$0.92 ,3/11/2020,20203,Poshmark,$8.00 ,$2.95 ,$0.00 ,$5.05 ,$4.13 ,4/20/2020,20204,40
Goodwill Bins N ATX,Leopard Print Semi Sheer Short Sleeve Kimono L,A0700,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$11.08 ,3/9/2020,20203,5
Goodwill Bins N ATX,American Rag Cie Pink Polka Dot Shorts 11,A0701,$0.85 ,$0.92 ,3/11/2020,20203,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.92),10/25/2020,202010,228
Goodwill Bins N ATX,THML Olive Green Long Sleeve Blouse Embroidered M,A0702,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$12.96 ,4/3/2020,20204,30
Goodwill Bins N ATX,Banana Republic Striped Short Sleeve Tie Front Blouse L,A0703,$0.85 ,$0.92 ,3/4/2020,20203,,,,,,,,,902
Goodwill Bins N ATX,Fabletics Yukon Sleeveless Sweater Dress Hooded S,A0704,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$15.08 ,6/23/2020,20206,111
Texas Thrift Store,Sam Edelman Blue Gigi Thong Sandal 7.5,A0705,$2.49 ,$2.70 ,3/30/2020,20203,,,,,,,,,876
Goodwill Bins N ATX,J Crew 100% Linen Je T'aime Tee S,A0706,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$6.13 ,5/4/2020,20205,61
Goodwill Bins N ATX,LOFT Semi Sheer V Neck Dolman Sleeve Tee S,A0707,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$15.00 ,$3.00 ,$1.06 ,$10.94 ,$10.02 ,5/12/2020,20205,69
Goodwill Bins N ATX,Joe Fresh Chino Short 80's Print 4,A0708,$0.85 ,$0.92 ,3/11/2020,20203,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.92),10/25/2020,202010,228
Goodwill Bins N ATX,AEO Spaghetti Strap Boho Paisley Dress L,A0709,$0.85 ,$0.92 ,3/3/2020,20203,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$8.13 ,4/16/2020,20204,44
Goodwill Bins N ATX,Angie Boho Paisley Hippie Gypsy Dress S,A0710,$0.85 ,$0.92 ,3/19/2020,20203,,,,,,,,,887
Goodwill Bins N ATX,Express NWT Button Down Plaid Ruffle Roll Tab Sleeve L,A0711,$0.85 ,$0.92 ,3/3/2020,20203,Poshmark,$16.00 ,$3.20 ,($2.12),$14.92 ,$14.00 ,11/28/2020,202011,270
Goodwill Bins N ATX,GAP Oversized Loose Fit Dolman Sleeve V Neck Tee L,A0712,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$11.08 ,3/4/2020,20203,0
Goodwill Bins N ATX,Unisex California Bear Blue T-Shirt M,A0713,$0.85 ,$0.92 ,3/4/2020,20203,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.92),10/25/2020,202010,235
Goodwill Bins N ATX,Zoe + Liv Target White NASA Burnout Graphic Tee XL,A0714,$0.85 ,$0.92 ,3/4/2020,20203,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$4.01 ,5/16/2020,20205,73
Goodwill Bins N ATX,LUSH Criss Cross Back Dolman Sleeve Blouse S,A0716,$0.85 ,$0.92 ,3/3/2020,20203,ThredUp,$28.99 ,$23.33 ,$0.00 ,$5.66 ,$4.74 ,8/18/2020,20208,168
Goodwill Bins N ATX,Knox Rose Waffle Tie Front Top XXL,A0718,$0.85 ,$0.92 ,3/3/2020,20203,Poshmark,$18.00 ,$3.60 ,$2.12 ,$12.28 ,$11.36 ,5/25/2020,20205,83
Goodwill Bins N ATX,Market & Spruce Evella StitchFix Layer Striped Scoop Neck XS,A0719,$0.85 ,$0.92 ,8/23/2020,20208,ThredUp,$0.00 ,$0.00 ,$0.00 ,($0.85),($0.92),12/6/2020,202012,105
Goodwill Bins N ATX,Encore Cut Off Purple Distressed Shorts Juniors 5,A0720,$0.85 ,$0.92 ,3/11/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$11.08 ,3/11/2020,20203,0
Closet,You're The Bomb Lavender Bath Bombs,A0721,$0.00 ,$0.00 ,3/30/2020,20203,,,,,,,,,876
Closet,Reebok Black Running Shorts Men's M,A0722,$0.00 ,$0.00 ,3/11/2020,20203,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$9.05 ,3/23/2020,20203,12
Closet,Brooks Black Running Shorts Men's M,A0723,$0.00 ,$0.00 ,3/11/2020,20203,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$9.05 ,3/15/2020,20203,4
Estate Sale,Modcloth NWOT Floral Embroidered Sleeveless Dress XL,A0724,$3.75 ,$4.06 ,3/3/2020,20203,Poshmark,$32.00 ,$6.40 ,$0.00 ,$25.60 ,$21.54 ,3/4/2020,20203,1
Garage Sale,Express Strapless Striped Dress XS,A0725,$0.50 ,$0.50 ,3/7/2020,20203,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.50),10/25/2020,202010,232
Garage Sale,Speed Central Criss Cross Aztec Geometric Dress S,A0726,$0.50 ,$0.50 ,3/7/2020,20203,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.50),10/25/2020,202010,232
Texas Thrift Store,Lucky Brand Brettany NWOT Black Suede Loafer 9,A0727,$4.99 ,$5.40 ,3/31/2020,20203,Poshmark,$28.00 ,$5.60 ,$2.12 ,$20.28 ,$14.88 ,4/6/2020,20204,6
Garage Sale,Express Sexy Basic Sequin White Tank M,A0728,$0.50 ,$0.50 ,7/26/2020,20207,Mercari,$10.00 ,$1.00 ,$3.23 ,$5.77 ,$5.27 ,8/10/2020,20208,15
Garage Sale,Express Sexy Basic Sequin Grey Tank M,A0729,$0.50 ,$0.50 ,3/7/2020,20203,,,,,,,,,899
Garage Sale,Mudd Racer Back Fit & Flare Heather Grey Dress M,A0730,$0.50 ,$0.50 ,3/5/2020,20203,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($0.50),10/25/2020,202010,234
Garage Sale,New York & Company Navy Tank S,A0731,$0.50 ,$0.50 ,3/7/2020,20203,ThredUp,$28.99 ,$23.33 ,$0.00 ,$5.66 ,$5.16 ,9/9/2020,20209,186
Garage Sale,Puma Mesh Athletic Shorts S,A0732,$0.50 ,$0.50 ,3/11/2020,20203,Poshmark,$7.50 ,$1.50 ,$0.00 ,$6.00 ,$5.50 ,7/20/2020,20207,131
Garage Sale,BeBop Aztec Boho Dress M,A0733,$0.50 ,$0.50 ,3/7/2020,20203,ThredUp,$4.99 ,$4.84 ,$0.00 ,$0.15 ,($0.35),10/14/2020,202010,221
Garage Sale,Maison Jules Knit Striped High / Low Sweater M,A0734,$0.50 ,$0.50 ,7/18/2020,20207,,,,,,,,,766
Garage Sale,Cynthia Rowley Embellished Shift Dress M,A0736,$0.50 ,$0.50 ,3/8/2020,20203,,,,,,,,,898
Garage Sale,Philosophy Embellished Black T Shirt Plus Size 2X,A0737,$3.00 ,$3.00 ,3/8/2020,20203,,,,,,,,,898
Garage Sale,Tempted Hearts Paisley Blouse Plus Size Blouse 3X,A0738,$3.00 ,$3.00 ,3/5/2020,20203,,,,,,,,,901
Garage Sale,Cynthia Rowley Abstract Printed Tank Plus Size 1X,A0739,$3.00 ,$3.00 ,3/8/2020,20203,,,,,,,,,898
Garage Sale,Livi Active Ombre T Shirt V Neck High/Low Plus Size 18/20,A0740,$3.00 ,$3.00 ,3/8/2020,20203,Poshmark,$16.00 ,$3.20 ,$0.00 ,$12.80 ,$9.80 ,5/4/2020,20205,57
Garage Sale,Daniel Rainn Sheer White Boho Blouse,A0741,$3.00 ,$3.00 ,3/8/2020,20203,Poshmark,$10.00 ,$2.00 ,$0.00 ,$8.00 ,$5.00 ,7/4/2020,20207,118
Garage Sale,Olive & Oak T Shirt Leather Pocket Plus Size 3X,A0742,$3.00 ,$3.00 ,3/8/2020,20203,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$10.88 ,4/30/2020,20204,53
Goodwill N Loop 1604,Stubbs & Wootton Black Velvet Maltese Cross 5.5,A0743,$6.99 ,$7.57 ,3/30/2020,20203,,,,,,,,,876
Goodwill N Loop 1604,St. John Collection Brown Knit Pants Wide Leg 8,A0744,$4.79 ,$5.19 ,3/13/2020,20203,,,,,,,,,893
Goodwill N Loop 1604,J. Jill 3/4 Sleeve Peasant Blouse L,A0745,$4.79 ,$5.19 ,3/8/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$6.81 ,3/17/2020,20203,9
Goodwill N Loop 1604,J. Jill 3/4 Sleeve Paisley Print Blouse L,A0746,$4.79 ,$5.19 ,3/8/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$6.81 ,3/17/2020,20203,9
Goodwill N Loop 1604,J. Jill Plaid Button Down L,A0747,$4.79 ,$5.19 ,3/6/2020,20203,,,,,,,,,900
Goodwill N Loop 1604,Eileen Fisher Button Down 100% Irish Linen L,A0748,$4.79 ,$5.19 ,3/4/2020,20203,Poshmark,$22.00 ,$4.40 ,$2.12 ,$15.48 ,$10.29 ,4/8/2020,20204,35
Texas Thrift Store,Halogen Courtney Two Tone Flat Pointed Toe Bow 9,A0749,$6.99 ,$7.56 ,3/31/2020,20203,,,,,,,,,875
Texas Thrift Store,Lucky Brand Kyndra Espadrille Wedge Open Toe Sandal 8,A0750,$2.99 ,$3.24 ,3/31/2020,20203,,,,,,,,,875
Texas Thrift Store,Call it Spring Vegan High Top Tan Ankle Bootie Aztec 9,A0751,$4.89 ,$5.29 ,3/31/2020,20203,,,,,,,,,875
Texas Thrift Store,Blu Pepper Semi Sheer Boho Long Bell Sleeve Blouse M,A0752,$1.99 ,$2.15 ,3/19/2020,20203,Poshmark,$8.33 ,$1.67 ,$0.00 ,$6.67 ,$4.51 ,4/23/2020,20204,35
Texas Thrift Store,Express Button Down Striped Blouse M,A0753,$2.49 ,$2.70 ,3/19/2020,20203,ThredUp,$39.99 ,$29.99 ,$0.00 ,$10.00 ,$7.30 ,8/21/2020,20208,155
Texas Thrift Store,Anthro Pins and Needles Boho Floral Peasant Top M,A0754,$2.49 ,$2.70 ,3/17/2020,20203,,,,,,,,,889
Texas Thrift Store,Knox Rose Floral Paisley Ruffle Boho Peasant Top XS,A0755,$2.99 ,$3.24 ,3/18/2020,20203,,,,,,,,,888
Texas Thrift Store,Lucky Brand NWT Floral Sleeveless Ruffle Blouse XS,A0756,$3.49 ,$3.77 ,3/18/2020,20203,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$20.23 ,9/4/2020,20209,170
Texas Thrift Store,Lucky Brand Placed Scarf Top Paisley Boho Shirt V-Neck M,A0757,$2.79 ,$3.02 ,3/19/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$8.98 ,4/26/2020,20204,38
Texas Thrift Store,CAbi Arabesque Cami Boho Tank S,A0758,$1.49 ,$1.61 ,3/17/2020,20203,,,,,,,,,889
Texas Thrift Store,Anthro Fig and Flower Boho Floral Button Down Long Sleeve Semi Sheer High/Low M,A0759,$2.49 ,$2.70 ,3/17/2020,20203,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$21.30 ,9/5/2020,20209,172
Texas Thrift Store,Ember Button Down Boho Print Tank Semi SheerV-Neck M,A0760,$2.09 ,$2.26 ,3/19/2020,20203,Poshmark,$10.00 ,$2.00 ,$0.00 ,$8.00 ,$5.74 ,4/26/2020,20204,38
Texas Thrift Store,Minkpink Floral Tank Mesh V-Neck XS,A0761,$0.99 ,$1.07 ,3/17/2020,20203,,,,,,,,,889
Texas Thrift Store,Skies Are Blue StitchFix NWT Paisley Muller Ruffle Detail Blouse Sleeveless SP,A0763,$3.98 ,$4.31 ,3/13/2020,20203,,,,,,,,,893
Texas Thrift Store,Athleta Knit Long Sleeve Tunic Sweater Salt & Pepper M,A0764,$3.98 ,$4.31 ,3/18/2020,20203,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$15.69 ,4/25/2020,20204,38
Texas Thrift Store,LRL Floral Ruffle Wrap 3/4 Sleeve Tie Top XL,A0765,$4.98 ,$5.39 ,3/18/2020,20203,Poshmark,$24.00 ,$4.80 ,$2.12 ,$17.08 ,$11.69 ,10/10/2020,202010,206
Texas Thrift Store,CAbi Ruffle Semi-Sheer Sleeveless Tunic Tank XS,A0766,$3.98 ,$4.31 ,3/16/2020,20203,,,,,,,,,890
Texas Thrift Store,a new day Target NWOT Color Block Knit Sweater XXL,A0767,$2.49 ,$2.70 ,3/16/2020,20203,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.30 ,10/9/2020,202010,207
Texas Thrift Store,WHBM Silk Stretch Leopard Print Tank 2,A0768,$1.49 ,$1.61 ,3/16/2020,20203,,,,,,,,,890
Texas Thrift Store,Pure Barre Racer Back Classic Logo Tank S,A0769,$0.99 ,$1.07 ,3/16/2020,20203,Poshmark,$14.00 ,$2.95 ,$0.00 ,$11.05 ,$9.98 ,9/4/2020,20209,172
Texas Thrift Store,Painted Threads Striped Knit Kimono Cardigan S,A0770,$2.49 ,$2.70 ,3/16/2020,20203,,,,,,,,,890
