Source,Item,SKU,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
Garage Sale,Michael Kors White Drawstring Purse,A0216,$20.00 ,$20.00 ,9/15/2019,20199,Poshmark,$59.00 ,$11.80 ,$7.11 ,$40.09 ,$20.09 ,4/21/2020,20204,219
Closet,Express Jegging Stella Low-Rise Medium Wash Jeans,A0217,$0.00 ,$0.00 ,11/26/2019,201911,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$12.00 ,12/9/2019,201912,13
Texas Thrift Store,Lucky Brand by Jean Montesano Jeans Regular Inseam,A0218,$3.50 ,$3.79 ,11/23/2019,201911,Poshmark,$28.00 ,$5.60 ,$2.12 ,$20.28 ,$16.49 ,5/27/2020,20205,186
Texas Thrift Store,Ann Taylor Loft Curvy Boot Jeans,A0219,$2.50 ,$2.71 ,11/23/2019,201911,,,,,,,,,1004
Texas Thrift Store,Hollister Skinny Jeans,A0220,$3.50 ,$3.79 ,11/23/2019,201911,Poshmark,$19.33 ,$3.87 ,$0.00 ,$15.47 ,$11.68 ,2/12/2020,20202,81
Texas Thrift Store,GAP Curvy Flare Jeans,A0221,$2.50 ,$2.71 ,11/23/2019,201911,,,,,,,,,1004
Closet,American Eagle Artist Flare Stretch Jeans,A0222,$0.00 ,$0.00 ,11/23/2019,201911,Poshmark,$14.00 ,$2.80 ,$0.00 ,$11.20 ,$11.20 ,1/5/2020,20201,43
Thrift City Outlet,Meraki Anthropologie Charcoal Grey Tunic Dress,A0223,$2.00 ,$2.17 ,12/4/2019,201912,Poshmark,$19.50 ,$3.90 ,$1.06 ,$14.54 ,$12.38 ,2/17/2020,20202,75
Thrift City Outlet,Forgotten Grace Boho Cream Ivory Crochet Lace Top,A0224,$2.00 ,$2.17 ,12/4/2019,201912,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.84 ,3/20/2020,20203,107
Thrift City Outlet,Charter Club Crochet Cardigan White Petite,A0225,$2.00 ,$2.17 ,12/20/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.17),10/25/2020,202010,310
Thrift City Outlet,american eagle wrap blouse with bell sleeves,A0226,$2.00 ,$2.17 ,WEARING,,,,,,,,,,
Thrift City Outlet,Charter Club Shirt Shop Button Up/Down Navy White Plaid,A0227,$2.00 ,$2.17 ,12/4/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.17),10/25/2020,202010,326
Thrift City Outlet,The Limited Sweater Dress Navy Grey Short Sleeve,A0228,$2.00 ,$2.17 ,12/5/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.17),12/29/2020,202012,390
Thrift City Outlet,Sweet Wanderer Mint Green Boho Lace Top,A0229,$2.00 ,$2.17 ,12/4/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.17),12/29/2020,202012,391
Thrift City Outlet,Columbia Omni-Shade Sun Plaid Button Up/Down,A0230,$2.00 ,$2.17 ,12/4/2019,201912,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.84 ,1/10/2020,20201,37
Thrift City Outlet,Lucky Brand Floral Boho Peasant Top Cream Blue Floral,A0231,$2.00 ,$2.17 ,12/4/2019,201912,,,,,,,,,993
Thrift City Outlet,American Eagle Floral Ruffle Strappy Tank Pink Grey,A0232,$2.00 ,$2.17 ,12/4/2019,201912,,,,,,,,,993
Thrift City Outlet,Lily White Red Blue Floral Top,A0233,$2.00 ,$2.17 ,12/4/2019,201912,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$13.84 ,6/11/2020,20206,190
Thrift City Outlet,BKE Crochet Tunic Top White Ivory Short Sleeve,A0234,$2.00 ,$2.17 ,12/20/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.17),12/29/2020,202012,375
Thrift City Outlet,Ralph Lauren Sport Pink White Strip Crew Tee,A0235,$2.00 ,$2.17 ,12/4/2019,201912,,,,,,,,,993
Thrift City Outlet,Columbia Omni Women's Grey Hiking Pants Size 10,A0236,$2.00 ,$2.17 ,12/8/2019,201912,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$15.44 ,3/7/2020,20203,90
Texas Thrift Store,LOFT Ann Taylor Striped colorful top,A0237,$0.99 ,$1.07 ,12/20/2019,201912,,,,,,,,,977
Thrift City Outlet,Oilily Velvet Green embroidered Skirt Size 40,A0237,$2.00 ,$2.17 ,11/23/2019,201911,Poshmark,$35.00 ,$7.00 ,$2.12 ,$25.88 ,$23.72 ,9/21/2020,20209,303
Thrift City Outlet,H&M Crop Faux Tie Floral Print T-Shirt S,A0238,$2.00 ,$2.17 ,1/29/2020,20201,Poshmark,$9.00 ,$2.95 ,$0.00 ,$6.05 ,$3.89 ,4/24/2020,20204,86
Texas Thrift Store,Betsey Johnson Evening Dress Cream Black Strapless Flower Tulle,A0239,$0.99 ,$1.07 ,11/23/2019,201911,Poshmark,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($1.07),10/5/2020,202010,317
Thrift City Outlet,American Eagle Favorite Boyfriend Stretch Jeans,A0239,$2.00 ,$2.17 ,12/5/2019,201912,,,,,,,,,992
Thrift City Outlet,Seven7 Boot Cut Jeans,A0240,$2.00 ,$2.17 ,12/5/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,($2.00),($2.17),12/31/2020,202012,392
Thrift City Outlet,Kate Spade Saturday Two Toned Skinny Jeans,A0241,$2.00 ,$2.17 ,12/5/2019,201912,,,,,,,,,992
Texas Thrift Store,Marc by Marc Jacobs black knit top,A0242,$2.50 ,$2.71 ,12/4/2019,201912,,,,,,,,,993
Texas Thrift Store,7FAM Dojo Mercer Lattice Patent Pocket Dark Wash,A0243,$3.00 ,$3.25 ,12/5/2019,201912,Poshmark,$35.00 ,$7.00 ,$0.00 ,$28.00 ,$24.75 ,11/23/2020,202011,354
Texas Thrift Store,Pebble and Stone Anthropologie Heather Grey Sweater Wide Sleeves,A0244,$4.00 ,$4.33 ,12/4/2019,201912,,,,,,,,,993
Texas Thrift Store,J. Crew Pink Purple Floral Sweatshirt,A0245,$4.00 ,$4.33 ,12/4/2019,201912,,,,,,,,,993
Texas Thrift Store,Ann Taylor Loft Original Boot,A0246,$0.99 ,$1.07 ,12/5/2019,201912,,,,,,,,,992
Texas Thrift Store,Ann Taylor Loft Original Boot,A0247,$0.99 ,$1.07 ,12/5/2019,201912,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$18.93 ,10/18/2020,202010,318
Texas Thrift Store,Levi's Too Superlow 524 Jeans,A0248,$0.99 ,$1.07 ,12/5/2019,201912,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$18.93 ,12/29/2019,201912,24
Texas Thrift Store,Lauren Conrad Jeans Dark Wash,A0249,$0.99 ,$1.07 ,12/5/2019,201912,,,,,,,,,992
Texas Thrift Store,7FAM A Pocket Flare Jeans 27,A0250,$0.99 ,$1.07 ,12/5/2019,201912,,,,,,,,,992
Texas Thrift Store,Rock & Republic Midrise Skinny Jeans Floral Design,A0251,$0.99 ,$1.07 ,12/5/2019,201912,,,,,,,,,992
Texas Thrift Store,G.H. Bass & Co. Plaid High Low Hem Tunic,A0252,$0.99 ,$1.07 ,12/4/2019,201912,Poshmark,$10.00 ,$2.00 ,$0.00 ,$8.00 ,$6.93 ,9/28/2020,20209,299
Texas Thrift Store,GAP Fitted Boyfriend Long Sleeve Button Down Up Pinstripe,A0253,$0.99 ,$1.07 ,1/11/2020,20201,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$7.98 ,5/1/2020,20205,111
Texas Thrift Store,J. Crew white teal navy print top long sleeve,A0254,$0.99 ,$1.07 ,12/4/2019,201912,,,,,,,,,993
Texas Thrift Store,Grace + Emma grey white stripe short sleeve top,A0255,$0.99 ,$1.07 ,12/4/2019,201912,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$10.93 ,3/29/2020,20203,116
Texas Thrift Store,American Rag Cie brown floral sheer dress,A0256,$0.99 ,$1.07 ,12/4/2019,201912,,,,,,,,,993
Garage Sale,Dooney and Bourke Purse and Wallet,A0257,$5.00 ,$5.00 ,9/14/2019,20199,Poshmark,$35.00 ,$7.00 ,$1.80 ,$26.20 ,$21.20 ,10/1/2019,201910,17
Closet,Justin Western Boots Pointed Toe 6.5B L2559,A0260,$0.00 ,$0.00 ,12/5/2019,201912,Poshmark,$60.00 ,$12.00 ,$0.00 ,$48.00 ,$48.00 ,1/28/2020,20201,54
Texas Thrift Store,American Eagle Favorite Boyfriend Stretch Jeans,A0261,$0.99 ,$1.07 ,12/8/2019,201912,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$14.93 ,7/11/2020,20207,216
Texas Thrift Store,Vince Camuto Black Blue Foral Wrap Long Sleeved Top,A0262,$0.99 ,$1.07 ,12/8/2019,201912,ThredUp,,,,,,,,989
Texas Thrift Store,GAP Button Up Blue White Pinstripe,A0263,$0.99 ,$1.07 ,12/9/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($1.07),12/29/2020,202012,386
Closet,APA 6th Edition Manual (textbook),A0264,$0.00 ,$0.00 ,12/5/2019,201912,Ebay,$25.39 ,$1.11 ,$11.04 ,$13.24 ,$13.24 ,1/9/2020,20201,35
Texas Thrift Store,MICHAEL Michael Kors Navy Black White Print Button Up,A0265,$0.99 ,$1.07 ,1/11/2020,20201,ThredUp,,,,,,,,955
Texas Thrift Store,Eden & Olivia Pale Pink Button Up ,A0266,$0.99 ,$1.07 ,12/9/2019,201912,Poshmark,$10.00 ,$2.95 ,$0.00 ,$7.05 ,$5.98 ,5/29/2020,20205,172
Texas Thrift Store,Harley Davidson Long Sleeved Blue ,A0267,$0.99 ,$1.07 ,12/8/2019,201912,Poshmark,$14.00 ,$2.95 ,$0.00 ,$11.05 ,$9.98 ,4/4/2020,20204,118
Texas Thrift Store,Harley Davidson Long Sleeved Purple,A0268,$0.99 ,$1.07 ,12/8/2019,201912,Poshmark,$9.00 ,$2.95 ,$0.00 ,$6.05 ,$4.98 ,10/13/2020,202010,310
Texas Thrift Store,Express Editor Khaki Tan Dress Pants 0,A0269,$0.99 ,$1.07 ,1/11/2020,20201,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($1.07),12/29/2020,202012,353
Texas Thrift Store,J. Crew Grey Navy Polka Dot Knit Sweater,A0270,$3.98 ,$4.31 ,12/9/2019,201912,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$9.57 ,8/7/2020,20208,242
Texas Thrift Store,Umgee Paisley Red Tan Blue Blouse Boho,A0271,$3.98 ,$4.31 ,8/23/2020,20208,ThredUp,$0.00 ,$0.00 ,$0.00 ,($3.98),($4.31),12/6/2020,202012,105
Texas Thrift Store,Flying Tomato Blue Gold Embroidered Tunic Boho,A0272,$2.98 ,$3.23 ,12/9/2019,201912,Poshmark,$10.00 ,$2.95 ,$2.12 ,$4.93 ,$1.70 ,5/15/2020,20205,158
Texas Thrift Store,Urban Outfitters Mustard Gold Aztec Tribal Sweater,A0273,$2.98 ,$3.23 ,12/9/2019,201912,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$16.77 ,1/14/2020,20201,36
Texas Thrift Store,Ann Taylor LOFT Dark Grey Utility Jacket,A0274,$4.99 ,$5.40 ,12/8/2019,201912,,,,,,,,,989
Texas Thrift Store,The Limited Red Knit Sweater V-Neck,A0275,$2.49 ,$2.70 ,12/9/2019,201912,ThredUp,$46.99 ,$33.59 ,$0.00 ,$13.40 ,$10.70 ,9/18/2020,20209,284
Texas Thrift Store,Altar'd State Grey White Lace Knit Sweater,A0276,$1.99 ,$2.15 ,12/9/2019,201912,,,,,,,,,988
Texas Thrift Store,Antonio Melani White 3/4 Sleeve Top,A0277,$2.49 ,$2.70 ,12/20/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.70),10/25/2020,202010,310
Salvation Army,American Eagle Skinny Stretch Jeans,A0278,$3.50 ,$3.78 ,12/8/2019,201912,,,,,,,,,989
Salvation Army,MINE Olive Green White Polka Dot Peplum Top,A0279,$2.00 ,$2.16 ,12/9/2019,201912,Poshmark,$12.00 ,$2.95 ,$0.00 ,$9.05 ,$6.89 ,2/29/2020,20202,82
Salvation Army,C'est La Vie Colorblock Sharkbite Top,A0280,$2.00 ,$2.16 ,12/9/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,$0.00 ,($2.16),10/25/2020,202010,321
Salvation Army,The Limited Printed Blouse,A0281,$1.50 ,$1.62 ,12/9/2019,201912,,,,,,,,,988
Salvation Army,Ann Taylor White Anchor Nautical Sweater ,A0282,$3.50 ,$3.78 ,12/9/2019,201912,,,,,,,,,988
Thrift City Outlet,Bundle for Dani,A0283,$2.00 ,$2.17 ,12/22/2019,201912,Poshmark,$93.00 ,$18.60 ,$0.00 ,$74.40 ,$72.23 ,8/29/2020,20208,251
Closet,Spreadsheet Decision Analysis Textbook,A0284,$0.00 ,$0.00 ,12/5/2019,201912,Ebay,$50.00 ,$1.84 ,$4.31 ,$43.85 ,$43.85 ,12/5/2019,201912,0
Closet,LulaRoe Legging aztec boho tribal print one size,A0285,$0.00 ,$0.00 ,12/6/2019,201912,,,,,,,,,991
Closet,LulaRoe Legging aztec boho tribal print one size,A0286,$0.00 ,$0.00 ,12/6/2019,201912,,,,,,,,,991
Closet,LulaRoe Legging aztec boho tribal print one size,A0287,$0.00 ,$0.00 ,12/6/2019,201912,,,,,,,,,991
Closet,LulaRoe Legging aztec boho tribal print one size,A0288,$0.00 ,$0.00 ,12/6/2019,201912,Poshmark,$19.67 ,$3.93 ,$0.00 ,$15.73 ,$15.73 ,1/10/2020,20201,35
Closet,LulaRoe Legging aztec boho tribal print one size,A0289,$0.00 ,$0.00 ,12/6/2019,201912,,,,,,,,,991
Thrift City Outlet,Vintage Silk Marguerite Li black paisley button down blouse,A0290,$2.00 ,$2.17 ,12/19/2019,201912,Poshmark,$19.00 ,$3.80 ,$0.00 ,$15.20 ,$13.04 ,11/5/2020,202011,322
Thrift City Outlet,Gianni Bini dolman sleeve colorblock blouse,A0291,$2.00 ,$2.17 ,12/19/2019,201912,,,,,,,,,978
Thrift City Outlet,Harley Davidson Long Sleeved Maroon,A0292,$2.00 ,$2.17 ,12/19/2019,201912,Poshmark,$14.00 ,$2.95 ,$0.00 ,$11.05 ,$8.89 ,12/19/2019,201912,0
Thrift City Outlet,Lucky Brand | Paisley Print Top Boho Hippie Gypsy S,A0293,$2.00 ,$2.17 ,12/19/2019,201912,,,,,,,,,978
Thrift City Outlet,Lucky Brand | Paisley Print Top Boho Hippie Gypsy L,A0294,$2.00 ,$2.17 ,12/19/2019,201912,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$13.84 ,1/18/2020,20201,30
Thrift City Outlet,Free People x Chaser Pink Floyd Long Sleeve T,A0295,$2.00 ,$2.17 ,12/22/2019,201912,Poshmark,$35.00 ,$7.00 ,$2.12 ,$25.88 ,$23.72 ,3/8/2020,20203,77
Thrift City Outlet,Cloth & Stone Anthropologie button down soft denim,A0296,$2.00 ,$2.17 ,12/22/2019,201912,,,,,,,,,975
Thrift City Outlet,Michael Michael Kors Animal Print Button Up,A0297,$2.00 ,$2.17 ,12/22/2019,201912,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$11.72 ,12/10/2020,202012,354
Thrift City Outlet,Michael Michael Kors Lime Green Loose Fit Blouse,A0298,$2.00 ,$2.17 ,12/22/2019,201912,,,,,,,,,975
Thrift City Outlet,Maeve by Anthropologie Pink & White Stripe Top,A0299,$2.00 ,$2.17 ,12/23/2019,201912,,,,,,,,,974
Thrift City Outlet,STL Cardinals Nike T-Shirt V Neck Baseball Logo,A0300,$2.00 ,$2.17 ,12/23/2019,201912,,,,,,,,,974
Thrift City Outlet,Horizontal Stripe Short Sleeve with tie loose fit,A0301,$2.00 ,$2.17 ,12/23/2019,201912,Poshmark,$16.00 ,$3.20 ,$1.06 ,$11.74 ,$9.58 ,4/12/2020,20204,111
Thrift City Outlet,Lily White Tunic Stripe Short Sleeve Sheer Maroon,A0302,$2.00 ,$2.17 ,12/23/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,($2.00),($2.17),12/6/2020,202012,349
Thrift City Outlet,Kaii Los Angeles Summer Tie Front Blouse,A0303,$2.00 ,$2.17 ,12/23/2019,201912,,,,,,,,,974
Thrift City Outlet,MICHAEL Michael Kors Blouse Full Zip Roll Tab 3/4 Sleeves,A0304,$2.00 ,$2.17 ,12/26/2019,201912,ThredUp,$0.00 ,$0.00 ,$0.00 ,($2.00),($2.17),12/31/2020,202012,371
Thrift City Outlet,Lucky Brand Placed Scarf Top Paisley Boho Shirt,A0305,$2.00 ,$2.17 ,12/26/2019,201912,Poshmark,$17.00 ,$3.00 ,$0.00 ,$14.00 ,$11.84 ,4/13/2020,20204,109
Thrift City Outlet,Francesca's miami long sleeved keyhole scoop neck stripe,A0306,$2.00 ,$2.17 ,12/26/2019,201912,,,,,,,,,971
Thrift City Outlet,Madewell Feather Boho Tassel Peasant Top,A0307,$2.00 ,$2.17 ,12/26/2019,201912,Poshmark,$21.00 ,$4.20 ,$2.12 ,$14.68 ,$12.52 ,9/5/2020,20209,254
Thrift City Outlet,Maeve by Anthropologie Striped Crochet Swing Top,A0308,$2.00 ,$2.17 ,12/26/2019,201912,Poshmark,$20.00 ,$4.00 ,$2.12 ,$13.88 ,$11.72 ,5/25/2020,20205,151
Thrift City Outlet,Zara Faux Wrap Sweater Pullover Grey Plunge,A0309,$2.00 ,$2.17 ,12/26/2019,201912,,,,,,,,,971
Thrift City Outlet,Eden & Olivia Anthropologie Vneck Ruffle Collar Stripe Tee,A0310,$2.00 ,$2.17 ,12/26/2019,201912,ThredUp,$23.99 ,$19.91 ,$0.00 ,$4.08 ,$1.92 ,8/21/2020,20208,239
Goodwill Austin Hwy,Lucky Brand Paisley Boho Hippie Gypsy Short Sleeve Tee,A0311,$4.79 ,$5.19 ,12/26/2019,201912,Poshmark,$13.00 ,$2.95 ,$0.00 ,$10.05 ,$4.86 ,7/1/2020,20207,188
Goodwill Austin Hwy,Rag & Bone Ramona Space-Dyed Short Sleeve Tee,A0312,$4.79 ,$5.19 ,12/26/2019,201912,Poshmark,$28.00 ,$5.60 ,$2.12 ,$20.28 ,$15.09 ,8/20/2020,20208,238
